status,price,bedroom,bathroom,carpark,area,type,address,zipcode,house_url,agent_name,agent_position,agent_company,agent_sale,agent_phone,agent_location,agent_url
Sold by private treaty 9 Oct 2020,641000,5,2,2,,House,36 Lone Pine Drive Mernda VIC 3754,3754,https://www.domain.com.au/36-lone-pine-drive-mernda-vic-3754-2016512778,Steve Gruevski,Director,Ray White Mernda,16,0402 941 954,"Shop 3 / 1409 Plenty Road, Mernda VIC 3754",https://www.domain.com.au/real-estate-agent/steve-gruevski-1765726/
Sold by private treaty 9 Oct 2020,784000,4,2,2,638m²,House,7 Lucerne Street Mernda VIC 3754,3754,https://www.domain.com.au/7-lucerne-street-mernda-vic-3754-2016517491,Sugath Warnasuriya,Sales representative,First National Plenty Valley,5,0422 577 353,"Shop 3, 30 Oleander Drive, Mill Park VIC 3082 Shop 3, 30 Oleander Drive, Mill Park VIC 3082 Shop 3, 30 Oleander Drive, Mill Park VIC 3082",https://www.domain.com.au/real-estate-agent/sugath-warnasuriya-1734964/
Sold at auction 9 Oct 2020,825000,2,1,2,565m²,House,14 Bosquet Street Maidstone VIC 3012,3012,https://www.domain.com.au/14-bosquet-street-maidstone-vic-3012-2016523202,Josh Kalender,Sales representative,Nelson Alexander Flemington,14,0481 712 558,"274 -276 Racecourse Rd, Flemington VIC 3031 274 -276 Racecourse Rd, Flemington VIC 3031",https://www.domain.com.au/real-estate-agent/josh-kalender-1303847/
Sold by private treaty 9 Oct 2020,530000,5,2,2,480m²,House,86 Toolern Waters Drive Melton South VIC 3338,3338,https://www.domain.com.au/86-toolern-waters-drive-melton-south-vic-3338-2016226515,Ash Wasim,Sales Executive,Biggin & Scott Melton,10,0414 269 170,"303 High Street, Melton VIC 3337 303 High Street, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/ash-wasim-1643435/
Sold by private treaty 9 Oct 2020,500000,3,1,−,775m²,.css-in3yi3{font-weight:bold;},.css-164r41r{margin-top:8px;},,https://www.domain.com.au/6-redwood-court-narre-warren-vic-3805-2016334035,Gavin Coyne,Sales representative,Grant's Estate Agents Narre Warren,11,0417 309 650,"9 Webb Street, Narre Warren VIC 3805",https://www.domain.com.au/real-estate-agent/gavin-coyne-764660/
Sold by private treaty 9 Oct 2020,1395000,4,3,2,,Townhouse,1/38 Wilfred Road Ivanhoe East VIC 3079,3079,https://www.domain.com.au/1-38-wilfred-road-ivanhoe-east-vic-3079-2016326317,Brad Pearce,Sales representative,Miles Real Estate Ivanhoe,12,0409 679 414,"143 Upper Heidelberg Rd , Ivanhoe VIC 3079 143 Upper Heidelberg Rd , Ivanhoe VIC 3079 143 Upper Heidelberg Rd , Ivanhoe VIC 3079",https://www.domain.com.au/real-estate-agent/brad-pearce-741840/
Sold by private treaty 9 Oct 2020,839000,3,2,2,,House,3 Windarra Grove Jan Juc VIC 3228,3228,https://www.domain.com.au/3-windarra-grove-jan-juc-vic-3228-2016546547,Kirsty Pertzel,Sales representative,McCartney Real Estate,6,0419 125 399,"7 Gilbert Street, Torquay VIC 3228 7 Gilbert Street, Torquay VIC 3228",https://www.domain.com.au/real-estate-agent/kirsty-pertzel-1763284/
Sold by private treaty 9 Oct 2020,1125000,3,2,2,616m²,House,3 Dandy Court Jan Juc VIC 3228,3228,https://www.domain.com.au/3-dandy-court-jan-juc-vic-3228-2016517165,Lynne Hayden,Sales representative,Torquay Links Property,14,0415 966 471,"6 Sands Blvde, Torquay VIC 3228",https://www.domain.com.au/real-estate-agent/lynne-hayden-981700/
Sold by private treaty 9 Oct 2020,420000,3,2,2,481m²,House,38 Lady Penrhyn Drive Harkness VIC 3337,3337,https://www.domain.com.au/38-lady-penrhyn-drive-harkness-vic-3337-2016288585,Daniel Webber,Sales representative,First National Real Estate Melton,5,0419 002 931,"311 High St, Melton VIC 3337",https://www.domain.com.au/real-estate-agent/daniel-webber-1382603/
Sold at auction 10 Oct 2020,850000,2,1,1,,Apartment/Unit/Flat,2/18 Collingwood Street Sandringham VIC 3191,3191,https://www.domain.com.au/2-18-collingwood-street-sandringham-vic-3191-2016471633,Tom Grieve,Sales Consultant,Ray White Carnegie,7,0417 377 586,"276 Neerim Road, Carnegie VIC 3163 276 Neerim Road, Carnegie VIC 3163 276 Neerim Road, Carnegie VIC 3163",https://www.domain.com.au/real-estate-agent/tom-grieve-945380/
Sold by private treaty 9 Oct 2020,357500,,,,648m²,Vacantland,13 Durant Cct Kalkallo VIC 3064,3064,https://www.domain.com.au/13-durant-cct-kalkallo-vic-3064-2016228433,Karan Singh,Director - L.E.A (OIEC),Capital & Co. Real Estate,23,0433 159 254,"11/326 Settlement Road, Thomastown VIC 3074",https://www.domain.com.au/real-estate-agent/karan-singh-1607208/
Sold by private treaty 9 Oct 2020,710000,3,2,4,595m²,House,6 Blackheath Mews Waurn Ponds VIC 3216,3216,https://www.domain.com.au/6-blackheath-mews-waurn-ponds-vic-3216-2016411662,Sean O'Brien,Sales Consultant,Ray White Highton,9,0488 911 742,"75 Barrabool Rd, Highton VIC 3216 75 Barrabool Rd, Highton VIC 3216",https://www.domain.com.au/real-estate-agent/sean-o-brien-1769185/
Sold by private treaty 9 Oct 2020,535000,3,2,2,484m²,House,182 Thames Boulevard Tarneit VIC 3029,3029,https://www.domain.com.au/182-thames-boulevard-tarneit-vic-3029-2016406085,David Lawson,Director / Auctioneer,Lawson Wyndham Real Estate,7,0411 175 575,"42 Station Place, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/david-lawson-1720900/
Sold by private treaty 9 Oct 2020,500000,4,2,2,400m²,House,49 Charles Street Wallan VIC 3756,3756,https://www.domain.com.au/49-charles-street-wallan-vic-3756-2016320000,Anthony D'Ambros,Director; Officer In Effective Control,Stockdale & Leggo Epping,13,0411 418 008,"742 High Street, Epping VIC 3076 742 High Street, Epping VIC 3076",https://www.domain.com.au/real-estate-agent/anthony-d-ambros-1398558/
Sold by private treaty 9 Oct 2020,660000,2,1,1,,Apartment/Unit/Flat,2/33 Freeman Street Ringwood East VIC 3135,3135,https://www.domain.com.au/2-33-freeman-street-ringwood-east-vic-3135-2016520751,Donna Walpole,Sales representative,Voglwalpole Estate Agents,4,0421 997 827,"Suite 202, 92 Maroondah Hwy, Ringwood VIC 3134 Suite 202, 92 Maroondah Hwy, Ringwood VIC 3134 Suite 202, 92 Maroondah Hwy, Ringwood VIC 3134",https://www.domain.com.au/real-estate-agent/donna-walpole-1476971/
Sold by private treaty 9 Oct 2020,1120000,3,1,1,210m²,House,9 Browning Street Seddon VIC 3011,3011,https://www.domain.com.au/9-browning-street-seddon-vic-3011-2016523435,Tate Moore,Director & Auctioneer,Jas Stephens Real Estate Yarraville,16,0421 731 706,"104 Somerville Road, Yarraville VIC 3013 104 Somerville Road, Yarraville VIC 3013",https://www.domain.com.au/real-estate-agent/tate-moore-772206/
Sold by private treaty 9 Oct 2020,756000,2,2,1,,Apartment/Unit/Flat,1602/7 Yarra Street South Yarra VIC 3141,3141,https://www.domain.com.au/1602-7-yarra-street-south-yarra-vic-3141-2016518781,Nick Walker,Director,RT Edgar Boroondara,3,0417 330 650,"1153-1157 Burke Road, Kew VIC 3101 1153-1157 Burke Road, Kew VIC 3101 1153-1157 Burke Road, Kew VIC 3101",https://www.domain.com.au/real-estate-agent/nick-walker-851870/
Sold by private treaty 9 Oct 2020,565000,2,1,1,,Apartment/Unit/Flat,8/6 Adam Street Richmond VIC 3121,3121,https://www.domain.com.au/8-6-adam-street-richmond-vic-3121-2016406181,Edward Hobbs,Director / Auctioneer,Biggin & Scott Richmond,17,0411 725 263,"28 Bridge Road, Richmond VIC 3121 28 Bridge Road, Richmond VIC 3121 28 Bridge Road, Richmond VIC 3121",https://www.domain.com.au/real-estate-agent/edward-hobbs-682529/
Sold at auction 9 Oct 2020,525000,3,1,1,,House,44 Wilton Avenue Newcomb VIC 3219,3219,https://www.domain.com.au/44-wilton-avenue-newcomb-vic-3219-2016517555,Jarrod Leonard,Sales representative,Buxton Geelong East Pty Ltd,6,0425 399 425,"1/85 Garden Street, East Geelong VIC 3219 1/85 Garden Street, East Geelong VIC 3219",https://www.domain.com.au/real-estate-agent/jarrod-leonard-1516198/
Sold prior to auction 9 Oct 2020,755000,4,2,4,541m²,House,4 Stradbroke Court Noble Park North VIC 3174,3174,https://www.domain.com.au/4-stradbroke-court-noble-park-north-vic-3174-2016363290,Ben Dang,Sales representative,iSell Group,3,0401 039 266,"287 Springvale Road, Springvale VIC 3171 287 Springvale Road, Springvale VIC 3171 287 Springvale Road, Springvale VIC 3171",https://www.domain.com.au/real-estate-agent/ben-dang-1537041/
Sold by private treaty 9 Oct 2020,452000,4,2,2,435m²,House,11 Ivory Drive Pakenham VIC 3810,3810,https://www.domain.com.au/11-ivory-drive-pakenham-vic-3810-2016488806,Sam Paynter,Property Consultant,LJ Hooker Pakenham,11,0439 429 110,"45 John St, Pakenham VIC 3810",https://www.domain.com.au/real-estate-agent/sam-paynter-1538119/
Sold by private treaty 15 Oct 2020,606000,4,2,2,,House,13 Savoy Road Wollert VIC 3750,3750,https://www.domain.com.au/13-savoy-road-wollert-vic-3750-2016404075,Sunny Bawa,Sales representative,Bombay Real Estate Pty Ltd,39,0491 219 727,"244 Epping Road, Wollert VIC 3750",https://www.domain.com.au/real-estate-agent/sunny-bawa-1689671/
Sold by private treaty 15 Oct 2020,384000,,,,532m²,Vacantland,Lot 402 (1) Riverine Street Wollert VIC 3750,3750,https://www.domain.com.au/lot-402-1-riverine-street-wollert-vic-3750-2016547789,Vanny Bains,Director,Harcourts - Mernda,8,0430 102 929,"Shop 8, 1435 Plenty Rd, Mernda VIC 3754 Shop 8, 1435 Plenty Rd, Mernda VIC 3754",https://www.domain.com.au/real-estate-agent/vanny-bains-1774107/
Sold by private treaty 15 Oct 2020,452000,3,2,2,544m²,House,85 Honour Avenue Wyndham Vale VIC 3024,3024,https://www.domain.com.au/85-honour-avenue-wyndham-vale-vic-3024-2016501488,Robert Krnjeta,Director/Sales Agent/Auctioneer,Ray White Werribee,16,0438 495 515,"65 Watton Street, Werribee VIC 3030 65 Watton Street, Werribee VIC 3030 65 Watton Street, Werribee VIC 3030",https://www.domain.com.au/real-estate-agent/robert-krnjeta-1678461/
Sold prior to auction 14 Oct 2020,867000,3,2,4,597m²,House,69 King Edward Avenue Albion VIC 3020,3020,https://www.domain.com.au/69-king-edward-avenue-albion-vic-3020-2016535808,Adrian Kay,Licensed estate agent,Douglas Kay Estate Agents,6,0475 222 585,"280 Hampshire Rd, Sunshine VIC 3020 280 Hampshire Rd, Sunshine VIC 3020",https://www.domain.com.au/real-estate-agent/adrian-kay-1678464/
Sold by private treaty 14 Oct 2020,1080000,3,2,2,,Townhouse,145 Queen Street Altona VIC 3018,3018,https://www.domain.com.au/145-queen-street-altona-vic-3018-2016494148,Anthony Molinia,Sales representative,Barlow McEwan Tribe Altona,19,0418 304 894,"24 - 26 Pier St, Altona VIC 3018 24 - 26 Pier St, Altona VIC 3018",https://www.domain.com.au/real-estate-agent/anthony-molinia-1600735/
Sold by private treaty 14 Oct 2020,950000,3,1,1,976m²,House,17 Cloud Street Arthurs Seat VIC 3936,3936,https://www.domain.com.au/17-cloud-street-arthurs-seat-vic-3936-2015960413,Tim Ripper,Sales representative,Harcourts Hastings,6,0434 513 640,"Shop 10 14 High Street, Hastings VIC 3915",https://www.domain.com.au/real-estate-agent/tim-ripper-1735978/
Sold by private treaty 14 Oct 2020,280000,,,,495m²,Vacantland,33 Crimea Street Drysdale VIC 3222,3222,https://www.domain.com.au/33-crimea-street-drysdale-vic-3222-2016320678,Jess Templeton,,Roncon Real Estate,,, ,https://www.domain.com.au/real-estate-agencies/ronconrealestate-18644/
Sold by private treaty 15 Oct 2020,490000,3,2,2,417m²,House,32 Stringy Bark Circuit Pakenham VIC 3810,3810,https://www.domain.com.au/32-stringy-bark-circuit-pakenham-vic-3810-2016531548,Craig Currie,Licensed Estate Agent,Craig Currie,11,0417 135 075,"25 Villella Drive, Pakenham VIC 3810",https://www.domain.com.au/real-estate-agent/craig-currie-1526104/
Sold at auction 15 Oct 2020,452500,1,1,1,,Apartment/Unit/Flat,2/10 Epstein Street Reservoir VIC 3073,3073,https://www.domain.com.au/2-10-epstein-street-reservoir-vic-3073-2016500955,Mathew Marotta,Director,Ray White Preston,38,0413 235 973,"363 High Street, Preston VIC 3072 363 High Street, Preston VIC 3072",https://www.domain.com.au/real-estate-agent/mathew-marotta-1336596/
Sold by private treaty 15 Oct 2020,345000,3,1,1,,Apartment/Unit/Flat,12/18-20 Rogers Street Pakenham VIC 3810,3810,https://www.domain.com.au/12-18-20-rogers-street-pakenham-vic-3810-2016485126,Angelia Williams,Sales Consultant,Barry Plant Pakenham,11,0423 567 703,"28 Southeast Boulevard, Pakenham VIC 3810 28 Southeast Boulevard, Pakenham VIC 3810 28 Southeast Boulevard, Pakenham VIC 3810",https://www.domain.com.au/real-estate-agent/angelia-williams-1765406/
Sold by private treaty 15 Oct 2020,925000,6,1,2,951m²,House,1083-1085 High Street Reservoir VIC 3073,3073,https://www.domain.com.au/1083-1085-high-street-reservoir-vic-3073-2016461583,Joe Ledda,Principal Director / Auctioneer,hockingstuart Preston,6,0418 176 858,"555 High Street, Preston VIC 3072 555 High Street, Preston VIC 3072",https://www.domain.com.au/real-estate-agent/joe-ledda-982697/
Sold by private treaty 15 Oct 2020,1200000,4,3,−,"2,310m²",House,20-22 Woomera Street Rye VIC 3941,3941,https://www.domain.com.au/20-22-woomera-street-rye-vic-3941-2016411663,Craig Bennie,Sales representative,Ray White Rosebud,6,0430 448 808,"1131-1135 Point Nepean Road, Rosebud VIC 3939",https://www.domain.com.au/real-estate-agent/craig-bennie-1611809/
Sold by private treaty 15 Oct 2020,675000,4,3,4,819m²,House,27 Wills Street Westmeadows VIC 3049,3049,https://www.domain.com.au/27-wills-street-westmeadows-vic-3049-2016301549,Jason Sassine,Managing Director,Jason Real Estate Sales PTY LTD,15,0419 332 536,"201B Melrose Drive, Tullamarine VIC 3043 201B Melrose Drive, Tullamarine VIC 3043 201B Melrose Drive, Tullamarine VIC 3043",https://www.domain.com.au/real-estate-agent/jason-sassine-806904/
Sold by private treaty 15 Oct 2020,1191000,4,3,2,235m²,House,119A Woods Street Newport VIC 3015,3015,https://www.domain.com.au/119a-woods-street-newport-vic-3015-2016505419,John Galea,Sales representative,Jas Stephens Real Estate Yarraville,5,0405 564 669,"104 Somerville Road, Yarraville VIC 3013 104 Somerville Road, Yarraville VIC 3013",https://www.domain.com.au/real-estate-agent/john-galea-1300683/
Sold by private treaty 15 Oct 2020,1170000,4,2,2,,Townhouse,164 Woods  Street Newport VIC 3015,3015,https://www.domain.com.au/164-woods-street-newport-vic-3015-2016305740,Dean Stanley,Director/Auctioneer,Sweeney Estate Agents Williamstown,8,0403 372 922,"1-3 Douglas Parade, Williamstown VIC 3016 1-3 Douglas Parade, Williamstown VIC 3016",https://www.domain.com.au/real-estate-agent/dean-stanley-836489/
Sold by private treaty 15 Oct 2020,760000,3,2,2,557m²,House,61 Camden Road Newtown VIC 3220,3220,https://www.domain.com.au/61-camden-road-newtown-vic-3220-2016434535,Ricky Forte,Sales representative,McGrath Geelong,11,0438 307 579,"188 Moorabool Street, Geelong VIC 3220 188 Moorabool Street, Geelong VIC 3220 188 Moorabool Street, Geelong VIC 3220",https://www.domain.com.au/real-estate-agent/ricky-forte-1519526/
Sold by private treaty 15 Oct 2020,640000,3,1,2,632m²,House,17 Wilkinson Court Ocean Grove VIC 3226,3226,https://www.domain.com.au/17-wilkinson-court-ocean-grove-vic-3226-2015953100,Jack Cassin,Sales Consultant,Pavilion Property,5,0488 017 646,"66 The Terrace, Ocean Grove VIC 3226 66 The Terrace, Ocean Grove VIC 3226",https://www.domain.com.au/real-estate-agent/jack-cassin-1593976/
Sold prior to auction 15 Oct 2020,762500,4,2,2,701m²,.css-in3yi3{font-weight:bold;},.css-164r41r{margin-top:8px;},,https://www.domain.com.au/22-the-terrace-south-morang-vic-3752-2016524613,Ashlee Jade,Senior Sales Consultant,Barry Plant Bundoora,3,0434 109 591,"4/1177 Plenty Rd, Bundoora VIC 3083 4/1177 Plenty Rd, Bundoora VIC 3083",https://www.domain.com.au/real-estate-agent/ashlee-jade-1485618/
Sold by private treaty 15 Oct 2020,468000,3,1,4,535m²,House,8 Coventry Drive Werribee VIC 3030,3030,https://www.domain.com.au/8-coventry-drive-werribee-vic-3030-2016334909,Eyad Khudruj,Principal,Ray White Point Cook,12,0414 711 647,"Shop 318, 2 Main Street, Point Cook VIC 3030 Shop 318, 2 Main Street, Point Cook VIC 3030",https://www.domain.com.au/real-estate-agent/eyad-khudruj-997288/
Sold by private treaty 14 Oct 2020,505500,4,2,2,325m²,House,95 Nelson Street Cranbourne East VIC 3977,3977,https://www.domain.com.au/95-nelson-street-cranbourne-east-vic-3977-2016414156,Peter Demos,Property Agent,Upside - National,2,0490 051 760,,https://www.domain.com.au/real-estate-agent/peter-demos-1740162/
Sold by private treaty 14 Oct 2020,1050000,4,3,2,639m²,House,5 Lockington Crescent Dandenong VIC 3175,3175,https://www.domain.com.au/5-lockington-crescent-dandenong-vic-3175-2016427460,Khaled Arabzadeh,Sales representative,Area Specialist Casey,9,0416 481 327,"142 High Street, Cranbourne VIC 3977 142 High Street, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/khaled-arabzadeh-1728973/
Sold prior to auction 14 Oct 2020,406000,1,1,1,,Apartment/Unit/Flat,306/11 Hoddle Street Collingwood VIC 3066,3066,https://www.domain.com.au/306-11-hoddle-street-collingwood-vic-3066-2016530559,Alex Ilyin,Licensed Estate Agent | Auctioneer,Ray White Brunswick,4,0412 045 576,"392 Sydney Road, Brunswick VIC 3056 392 Sydney Road, Brunswick VIC 3056 392 Sydney Road, Brunswick VIC 3056",https://www.domain.com.au/real-estate-agent/alex-ilyin-1117438/
Sold by private treaty 14 Oct 2020,605000,3,2,2,,Townhouse,5 Birch Crescent Cowes VIC 3922,3922,https://www.domain.com.au/5-birch-crescent-cowes-vic-3922-2013823671,Mike Foenander,Sales representative,OBrien Real Estate Judith Wright,22,0408 547 677,"52-54 Thompson Avenue, Cowes VIC 3922 52-54 Thompson Avenue, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/mike-foenander-1624442/
Sold by private treaty 14 Oct 2020,660000,4,1,8,660m²,House,110 Marylyn Place Cranbourne VIC 3977,3977,https://www.domain.com.au/110-marylyn-place-cranbourne-vic-3977-2016173420,Darren Saxon,Sales representative,LJ Hooker Cranbourne,9,0418 341 722,"119 High Street, Cranbourne VIC 3977",https://www.domain.com.au/real-estate-agent/darren-saxon-981772/
Sold by private treaty 15 Oct 2020,975000,5,4,4,815m²,House,4 Skyline  Drive South Morang VIC 3752,3752,https://www.domain.com.au/4-skyline-drive-south-morang-vic-3752-2016313740,Ilia Menkinoski,Licensed Estate Agent- C.E.A (REIV),     Love & Co,8,0417 528 100,"201 High Street, Thomastown VIC 3074 201 High Street, Thomastown VIC 3074",https://www.domain.com.au/real-estate-agent/ilia-menkinoski-1484088/
Sold by private treaty 15 Oct 2020,1050000,3,1,3,689m²,House,350 Springvale Road Springvale VIC 3171,3171,https://www.domain.com.au/350-springvale-road-springvale-vic-3171-2016184483,Tommy Nguyen,Property Consultant,Biggin & Scott Greater Dandenong,11,0431 644 889,"363 Springvale Road, Springvale VIC 3171 363 Springvale Road, Springvale VIC 3171 363 Springvale Road, Springvale VIC 3171",https://www.domain.com.au/real-estate-agent/tommy-nguyen-1303973/
Sold by private treaty 14 Oct 2020,660000,4,1,4,853m²,House,28 Mawarra Avenue Capel Sound VIC 3940,3940,https://www.domain.com.au/28-mawarra-avenue-capel-sound-vic-3940-2016516886,Shane Fox,Sales representative,Ray White Rosebud,20,0408 272 325,"1131-1135 Point Nepean Road, Rosebud VIC 3939",https://www.domain.com.au/real-estate-agent/shane-fox-1611811/
Sold by private treaty 14 Oct 2020,495000,3,1,1,557m²,House,41 Seesburg Street Cape Woolamai VIC 3925,3925,https://www.domain.com.au/41-seesburg-street-cape-woolamai-vic-3925-2016469511,Greg Davis,Property Consultant,OBrien Real Estate Judith Wright,9,0488 279 740,"52-54 Thompson Avenue, Cowes VIC 3922 52-54 Thompson Avenue, Cowes VIC 3922",https://www.domain.com.au/real-estate-agent/greg-davis-1624437/
Sold by private treaty 14 Oct 2020,770000,4,2,2,725m²,House,15 Gannett Avenue Capel Sound VIC 3940,3940,https://www.domain.com.au/15-gannett-avenue-capel-sound-vic-3940-2016508800,Michael Flynn,Sales representative,Flynn & Co Real Estate,10,0400 598 191,"Shop 1, 967-997 Point Nepean Rd, Rosebud VIC 3939",https://www.domain.com.au/real-estate-agent/michael-flynn-928445/
Sold by private treaty 14 Oct 2020,1422000,4,2,3,600m²,House,27 Bradford Street Bentleigh East VIC 3165,3165,https://www.domain.com.au/27-bradford-street-bentleigh-east-vic-3165-2016522325,Kon Galitos,Sales Consultant,Jellis Craig Bentleigh,6,0414 902 680,"390 Centre Road, Bentleigh VIC 3204 390 Centre Road, Bentleigh VIC 3204",https://www.domain.com.au/real-estate-agent/kon-galitos-1407239/
Sold by private treaty 14 Oct 2020,1395000,4,3,2,351m²,Townhouse,7a Stockdale Avenue Bentleigh East VIC 3165,3165,https://www.domain.com.au/7a-stockdale-avenue-bentleigh-east-vic-3165-2015640843,Peter Sinclair,Sales representative,McGrath Waverley,2,0425 854 981,"5 Hamilton Place, Mount Waverley VIC 3149 5 Hamilton Place, Mount Waverley VIC 3149",https://www.domain.com.au/real-estate-agent/peter-sinclair-1650084/
Sold by private treaty 14 Oct 2020,503000,4,2,2,495.98m²,House,71 Bangalay Drive Brookfield VIC 3338,3338,https://www.domain.com.au/71-bangalay-drive-brookfield-vic-3338-2016522630,George Skizas,Sales Executive,Ray White Taylors Lakes,6,0401 203 869,"Shop 1, Shoppers Lane, Taylors Lakes VIC 3038 Shop 1, Shoppers Lane, Taylors Lakes VIC 3038",https://www.domain.com.au/real-estate-agent/george-skizas-1534706/
Sold by private treaty 14 Oct 2020,450000,1,1,1,,Apartment/Unit/Flat,602/240-250 Lygon Street Brunswick East VIC 3057,3057,https://www.domain.com.au/602-240-250-lygon-street-brunswick-east-vic-3057-2016527941,Sahil Bhasin,Director,Bricks and Mortar RE,2,0403 630 215,"829A High Street, Thornbury VIC 3071",https://www.domain.com.au/real-estate-agent/sahil-bhasin-1745017/
Sold by private treaty 14 Oct 2020,350500,,,,653m²,Vacantland,4 Shire Street Manor Lakes VIC 3024,3024,https://www.domain.com.au/4-shire-street-manor-lakes-vic-3024-2016341797,VK Bhanot,Sales representative,Ray White Tarneit,8,0424 732 100,"Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029 Shop 20 / 540 Derrimut Road Tarneit Central Shopping Centre, Tarneit VIC 3029",https://www.domain.com.au/real-estate-agent/vk-bhanot-1770783/
Sold by private treaty 14 Oct 2020,368000,2,1,1,,Apartment/Unit/Flat,5/77 Canning Street Avondale Heights VIC 3034,3034,https://www.domain.com.au/5-77-canning-street-avondale-heights-vic-3034-2016533751,David Gigliotti,Sales Manager,Moonee Valley Real Estate,12,0411 824 854,"151 Military Road, Avondale Heights VIC 3034 151 Military Road, Avondale Heights VIC 3034",https://www.domain.com.au/real-estate-agent/david-gigliotti-1555830/
Sold by private treaty 14 Oct 2020,480000,4,1,2,593m²,House,58 Burdoo Drive Grovedale VIC 3216,3216,https://www.domain.com.au/58-burdoo-drive-grovedale-vic-3216-2016444044,George Politis,Sales Consultant,Ray White Highton,13,0407 050 471,"75 Barrabool Rd, Highton VIC 3216 75 Barrabool Rd, Highton VIC 3216",https://www.domain.com.au/real-estate-agent/george-politis-1249096/
Sold by private treaty 14 Oct 2020,220000,1,1,−,62m²,Apartment/Unit/Flat,5/1 Kinnordy Court Hamlyn Heights VIC 3215,3215,https://www.domain.com.au/5-1-kinnordy-court-hamlyn-heights-vic-3215-2016414921,Jordan Tallentyre,Sales Consultant,Ray White Lara,10,0420 431 142,"16 Hicks Street, Lara VIC 3212 16 Hicks Street, Lara VIC 3212",https://www.domain.com.au/real-estate-agent/jordan-tallentyre-1446514/
Sold by private treaty 14 Oct 2020,621000,4,2,4,626m²,House,10 Wildflower Court Hillside VIC 3037,3037,https://www.domain.com.au/10-wildflower-court-hillside-vic-3037-2016538318,Marcus Fregonese,Director / Senior Auctioneer,hockingstuart Sunshine,4,0432 732 495,"134 Durham Road, Sunshine VIC 3020 134 Durham Road, Sunshine VIC 3020",https://www.domain.com.au/real-estate-agent/marcus-fregonese-1726323/
Sold by private treaty 14 Oct 2020,600000,4,1,5,534m²,House,21 Braeswood Road Kings Park VIC 3021,3021,https://www.domain.com.au/21-braeswood-road-kings-park-vic-3021-2016510949,Lam Nguyen,Licensed Estate Agent & Auctioneer,Ray White St Albans,9,0401 234 581,"308 Main Road East, St Albans VIC 3021 308 Main Road East, St Albans VIC 3021",https://www.domain.com.au/real-estate-agent/lam-nguyen-1448035/
Sold by private treaty 14 Oct 2020,540000,4,2,2,,House,15 Moruya Drive Grovedale VIC 3216,3216,https://www.domain.com.au/15-moruya-drive-grovedale-vic-3216-2016178325,Nyree Cartwright,Sales representative,Hayeswinckle Highton,7,0432 413 488,"79 Barrabool Road, Highton VIC 3216 79 Barrabool Road, Highton VIC 3216",https://www.domain.com.au/real-estate-agent/nyree-cartwright-1517124/
Sold by private treaty 14 Oct 2020,560000,4,2,2,,House,28 Buttonwood Way Grantville VIC 3984,3984,https://www.domain.com.au/28-buttonwood-way-grantville-vic-3984-2016441058,Mark Holmes,Sales representative,LJ Hooker Phillip Island,4,0418 544 127,"73-75 Phillip Island Road, San Remo VIC 3925",https://www.domain.com.au/real-estate-agent/mark-holmes-1751191/
Sold by private treaty 14 Oct 2020,495000,3,1,2,,House,6 Legg Walk Epping VIC 3076,3076,https://www.domain.com.au/6-legg-walk-epping-vic-3076-2016529500,Laura Mancin,Sales representative,  Love & Co,8,0419 343 928,"274 High Street, Preston VIC 3072 274 High Street, Preston VIC 3072",https://www.domain.com.au/real-estate-agent/laura-mancin-1477951/
Sold by private treaty 14 Oct 2020,585000,4,1,2,543m²,House,18 Lerwick Court Frankston VIC 3199,3199,https://www.domain.com.au/18-lerwick-court-frankston-vic-3199-2016502788,Andrew Milne,Director,OBrien Real Estate Frankston,21,0418 303 591,"1/474 Nepean Highway, Frankston VIC 3199 1/474 Nepean Highway, Frankston VIC 3199 1/474 Nepean Highway, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/andrew-milne-1084970/
Sold by private treaty 14 Oct 2020,265000,,,,,Vacantland,"Lot 17, 86-100 Brush Road Epping VIC 3076",3076,https://www.domain.com.au/lot-17-86-100-brush-road-epping-vic-3076-2015019594,Michael Nincevic,Sales representative,Westside Real Estate,27,0417 588 327,"1A Alfrieda Street, St Albans VIC 3021",https://www.domain.com.au/real-estate-agent/michael-nincevic-780797/
Sold by private treaty 14 Oct 2020,375000,,,,"1,593m²",Vacantland,Lot 9/26 Elevation Crescent San Remo VIC 3925,3925,https://www.domain.com.au/lot-9-26-elevation-crescent-san-remo-vic-3925-2015943402,Sales Department - Wonthaggi,Sales representative,PBE Real Estate Wonthaggi,42,03 5672 1833,"38-40 McBride Ave, Wonthaggi VIC 3995",https://www.domain.com.au/real-estate-agent/sales-department-wonthaggi-1441066/
Sold by private treaty 14 Oct 2020,550000,3,2,1,,House,11 Stawell Street Seaford VIC 3198,3198,https://www.domain.com.au/11-stawell-street-seaford-vic-3198-2016518328,Adrian Foster,Sales representative,Hockingstuart Frankston,17,0412 494 907,"11 Playne Street, Frankston VIC 3199 11 Playne Street, Frankston VIC 3199",https://www.domain.com.au/real-estate-agent/adrian-foster-1728135/
